Animal,Epoch,Cell,Dev_Ptnr_post,Pval_Ptnr_post
588,1,27,-0.338390923,23.6
588,1,28,-0.32401567,35.1
588,1,29,-0.231750427,39.9
588,1,30,0.166018243,62.9
588,1,31,0.067534737,54.5
588,1,32,0.186468837,64.8
588,1,33,-0.581022737,21.9
588,1,34,-0.03148031,63.2
588,1,35,NaN,NaN
588,1,36,1.106879918,88.1
588,2,1,3.162071896,98.3
588,2,2,-0.286817382,42.9
588,2,3,NaN,NaN
588,2,4,-1.420293161,1.2
588,2,5,2.947767148,96.4
588,2,6,0.915303448,87.4
588,2,7,0.042843886,60.7
588,2,8,3.9264848,98.2
588,2,9,-0.328698294,36.8
588,2,10,-0.691959592,20.6
588,2,11,0.612140736,79.2
588,2,12,-0.808073856,5.4
588,2,13,0.138810714,76.6
588,2,14,NaN,NaN
588,2,15,-0.247805111,37.5
588,2,16,-0.045840809,54.2
588,2,17,5.065956281,99.9
588,2,18,-0.281011746,37.2
588,2,19,-0.473164966,26.7
588,2,20,0.623352185,78.8
588,2,21,-0.171578209,45.9
588,2,22,-1.235375458,8.3
588,2,23,-0.734244188,12.6
588,2,24,-1.307476584,6.8
588,2,25,-0.612750595,23.3
588,2,26,1.361526056,93.1
588,2,27,0.994900811,93.6
588,2,28,-0.248764414,43.5
588,2,29,-0.967789373,13.1
588,2,30,-0.30981369,35.6
588,2,31,-2.235394224,1.4
588,2,32,0.062230195,64.6
588,2,33,-1.345845955,6.6
588,2,34,NaN,NaN
588,2,35,-0.27940296,35.9
588,2,36,0.453676624,77.7
588,2,37,1.268454561,90.5
588,2,38,0.233726468,81.3
588,2,39,1.153544567,91.8
588,2,40,-1.626803807,3.1
588,2,41,-0.91531096,10.8
588,2,42,-0.435410465,29.3
588,2,43,-0.109599426,43.3
588,2,44,-1.291195363,5.1
588,2,45,-0.081676553,47.9
588,2,46,-0.388306885,30.1
588,2,47,0.374083021,75.2
588,2,48,-0.11349719,49.8
588,2,49,0.50758719,78.9
588,3,1,-0.703391748,17.9
588,3,2,NaN,NaN
588,3,3,-0.549179195,24.7
588,3,4,-1.574952108,1.2
588,3,5,-0.168181158,47.7
588,3,6,0.024202483,62.6
588,3,7,-0.940703511,13.4
588,3,8,0.012102686,58
588,3,9,-0.842139415,16
588,3,10,-0.658005915,23.8
588,3,11,-0.278122275,35.9
588,3,12,0.011702492,65
588,3,13,0.294969066,68.5
588,3,14,-0.815524689,8.9
588,3,15,1.157322467,89.1
588,3,16,0.187119497,63.6
588,3,17,-0.31713224,35.6
588,3,18,0.750042125,84.2
588,3,19,0.183033737,67
588,3,20,0.899349536,85.6
588,3,21,0.23314357,65.2
588,3,22,-1.231489417,8.4
588,3,23,-0.713020104,14.8
588,3,24,-0.204462205,42.9
588,3,25,-0.309231519,40.2
588,3,26,-0.778669203,19.7
588,3,27,-0.6132942,23.9
588,3,28,-3.218133781,0.2
588,3,29,-0.022734702,50.6
588,3,30,-0.275966536,39.5
588,3,31,-0.322956845,36.2
588,3,32,-0.433390504,32.1
588,3,33,-0.835533561,16.8
588,3,34,-0.536515246,18.4
588,3,35,-1.355040296,6.1
588,3,36,0.194853248,62.2
588,3,37,0.512774302,74.2
588,3,38,0.842249081,84.3
588,3,39,-0.457122177,25.7
588,3,40,-0.628571359,20.3
588,3,41,0.632826479,79
588,3,42,0.399579243,70.5
588,3,43,0.17165883,72
588,3,44,-0.177203861,47.3
588,3,45,1.203678359,90
588,3,46,-1.017662994,10.4
588,3,47,0.041963351,54.6
588,3,48,0.312790273,67.6
588,3,49,0.206239311,60.4
588,3,50,1.144449939,89.1
588,3,51,-2.152495122,1.1
588,3,52,1.914547548,96.7
588,3,53,2.870953305,99.2
588,3,54,0.784948893,82.5
588,3,55,-0.193979264,44.6
588,3,56,0.947235698,85.2
588,3,57,NaN,NaN
588,3,58,0.237396904,66.3
598,1,1,-0.608970448,9.7
598,1,2,-0.165034246,40.5
598,1,3,0.103404221,63.6
598,1,4,-0.255560311,36.1
598,1,5,-0.157700269,45.1
598,1,6,-0.020648835,53.6
598,1,7,-0.305288816,24.8
598,1,8,-0.904128857,2.6
598,1,9,-0.827047682,17.1
598,1,10,-0.217557282,41.6
598,1,11,0.458278259,77.3
598,1,12,-1.463805734,5.9
598,1,13,-0.218370971,40.5
598,1,14,0.276792888,77.9
598,1,15,-0.198267558,38.1
598,1,16,-0.613255899,19.1
598,1,17,-0.587597579,24
598,1,18,0.476303307,76.3
598,1,19,-0.327272076,32.4
598,1,20,0.069834589,55.9
598,1,21,-0.360451124,33
598,1,22,-4.342768102,0.1
598,1,23,-1.075639324,7.2
598,1,24,-1.954161349,2.7
598,1,25,-0.04882038,53.8
598,1,26,-1.657759671,2.4
598,1,27,-0.407972558,30.8
598,1,28,-0.502770381,25.3
598,1,29,-1.026482994,7.6
598,1,30,-0.373358918,29.9
598,1,31,0.098356072,61.8
598,1,32,-0.520625881,24.9
598,1,33,0.527807377,78.4
598,1,34,-0.55105873,9.8
598,1,35,0.287216346,72.9
598,1,36,0.44748087,84.9
598,1,37,0.493749506,84.4
598,1,38,-0.692716338,9.4
598,1,39,0.037572582,70.6
598,1,40,-0.447569353,27
598,1,41,0.180908351,63.7
598,1,42,-0.188595628,41
598,1,43,0.042855788,76.3
598,1,44,1.17628305,96
598,1,45,-0.220362538,38.1
598,1,46,-0.978778551,4.6
598,1,47,0.254144011,75.5
598,2,1,-4.619670273,0.2
598,2,2,1.535221827,94.6
598,2,3,-0.083282695,42.2
598,2,4,-0.29597031,28.5
598,2,5,7.415738384,100
598,2,6,-1.515178632,4.9
598,2,7,-1.349378305,7.1
598,2,8,-0.878341832,13
598,2,9,1.013083649,89.4
598,2,10,-0.394658384,25.5
598,2,11,-2.149800191,2.6
598,2,12,2.067729614,97.5
598,2,13,-0.110997154,33.2
598,2,14,-0.729414692,15.5
598,2,15,-1.43405668,8
598,2,16,-0.892169438,13
598,2,17,-0.829534256,16.5
598,2,18,4.81599354,100
598,2,19,-4.646002152,0.2
598,2,20,-1.347526185,7.3
598,2,21,-0.130199016,38.7
598,2,22,-0.407916778,25.1
598,2,23,1.867626338,97.7
598,2,24,0.274544242,66.9
598,2,25,-1.366494208,8.8
598,2,26,2.171094094,98.2
598,2,27,-1.125777426,10.8
598,2,28,-0.738837244,18.4
598,2,29,-0.115466728,36.8
598,2,30,-0.02940699,43.5
598,2,31,-0.29133821,28.4
598,2,32,-1.314728952,9.2
598,2,33,2.371353928,98.3
598,2,34,0.459468697,74.4
598,2,35,0.337477999,69.6
598,2,36,-0.029160345,44.8
598,2,37,1.309079271,93.6
598,2,38,-1.441318373,6.6
598,2,39,-0.307851278,27.6
598,2,40,0.196009586,58.3
598,2,41,0.018679979,47.3
598,2,42,0.216700182,60
598,2,43,0.683212678,83.1
598,2,44,-0.806627913,14.1
598,2,45,-2.873848516,1
598,3,1,-0.333140011,48.8
598,3,2,0.852249296,83.7
598,3,3,-0.854034801,13.9
598,3,4,-0.512394167,7.1
598,3,5,-0.077104195,84.7
598,3,6,1.394295398,98.1
598,3,7,-0.073488052,64.5
598,3,8,-0.128588707,44.2
598,3,9,-0.86582964,17.8
598,3,10,-0.265254172,20.8
598,3,11,-0.182151684,31.4
598,3,12,-0.211258494,30.1
598,3,13,-1.330899474,9.2
598,3,14,-0.189505462,42.9
598,3,15,-0.941017807,16.5
598,3,16,-1.959577606,1.1
598,3,17,0.48418565,72.2
598,3,18,0.216517602,68.6
598,3,19,0.128095596,59.6
598,3,20,-0.398824475,35.2
598,3,21,-0.477310522,28.9
598,3,22,-2.589467673,1
598,3,23,0.484197062,68.9
598,3,24,-0.514995762,27.5
598,3,25,-0.21051362,35.7
598,3,26,-0.064194438,56.7
598,3,27,1.206737877,91.4
598,3,28,0.40305431,79.9
598,3,29,-0.207386612,27.8
598,3,30,0.265833018,79.9
598,3,31,-1.310612218,8.2
598,3,32,-1.38152295,2.3
598,3,33,-0.081400544,57.9
598,3,34,-0.062143338,55.5
598,3,35,-0.339825377,40
598,3,36,0.415920607,75.6
598,3,37,-0.864065967,16.4
598,3,38,-0.429192096,27
598,3,39,-0.197504395,63.9
598,3,40,-0.290946913,34.9
599,1,1,NaN,NaN
599,1,2,NaN,NaN
599,1,3,-0.470395549,18.8
599,1,4,-0.071061872,51.1
599,1,5,-0.58461999,19.8
599,1,6,-0.435910393,22.6
599,1,7,1.750737282,96.3
599,1,8,-0.834732871,3.5
599,1,9,-0.232861855,63.8
599,1,10,2.009251394,98
599,1,11,-0.540708035,22.9
599,1,12,-0.345618029,34.6
599,1,13,0.518340703,75.3
599,1,14,-0.568462133,13.2
599,1,15,-0.506472208,15.4
599,1,16,1.259628457,93.1
599,1,17,5.640774816,99.3
599,1,18,-0.426182602,23.5
599,1,19,0.080700566,54.9
599,1,20,-1.44052562,3.7
599,1,21,0.528161903,80.5
599,1,22,1.416093794,93.6
599,1,23,-0.149291226,45.6
599,1,24,-0.330178031,32.3
599,1,25,1.738309759,94.3
599,1,26,-0.362086151,29.8
599,1,27,NaN,NaN
599,1,28,0.411116902,75.6
599,1,29,0.529721854,75.9
599,1,30,-0.143846855,51.2
599,1,31,-1.134048525,10.1
599,1,32,0.485778239,83.5
599,1,33,0.236167713,64.5
599,1,34,-0.510063146,24
599,1,35,2.302057504,97.7
599,1,36,-0.914571163,7.8
599,1,37,-0.199699971,50.5
599,2,1,0.032439803,49.8
599,2,2,-0.313378612,33.2
599,2,3,1.8650681,97.4
599,2,4,0.416788995,70.5
599,2,5,2.254543034,98.4
599,2,6,-0.958342873,13.3
599,2,7,-1.436309049,7.7
599,2,8,0.917743486,86.2
599,2,9,-0.556097161,27
599,2,10,-0.139329215,42.9
599,2,11,2.042837527,98.6
599,2,12,0.149494509,52.7
599,2,13,-1.123485488,12.5
599,2,14,0.237765206,57.5
599,2,15,-0.587720995,24.3
599,2,16,0.882621266,85
599,2,17,-0.014917695,43.9
599,2,18,0.598255561,76.3
599,2,19,0.507399531,74.4
599,2,20,0.256663938,65.9
599,2,21,0.722121975,78.4
599,2,22,-0.76775827,21.4
599,2,23,0.204627647,56.4
599,2,24,0.50348052,72.8
599,2,25,2.094243484,97.5
599,2,26,0.352289322,63.7
599,2,27,-0.003883831,47.6
599,2,28,0.04307632,47.5
599,2,29,-0.54933794,24.9
599,2,30,-1.394991228,10.2
599,2,31,0.467740051,71.6
599,2,32,-1.210118296,10.3
599,2,33,3.375758752,100
599,2,34,-0.404906681,28.4
599,2,35,-1.079929685,10.3
599,2,36,-1.415311338,6.7
599,2,37,0.134357945,53.2
599,2,38,0.332152871,63.6
599,3,1,-3.248748297,2.4
599,3,2,-0.582760904,17.4
599,3,3,-3.570646228,1.5
599,3,4,0.039903906,37.4
599,3,5,0.237938033,46.1
599,3,6,-0.509431001,16.4
599,3,7,-0.739107303,11.9
599,3,8,-6.846964238,0.2
599,3,9,-0.392323842,20.8
599,3,10,0.154939364,39.6
599,3,11,0.428281047,50.3
599,3,12,0.489752035,50.8
599,3,13,0.771843884,93.6
599,3,14,0.396041811,47.4
599,3,15,0.47371842,85.2
599,3,16,-3.271262102,1.5
599,3,17,-3.857026906,1.6
599,3,18,-0.679469194,11.2
599,3,19,-5.254667048,0.7
599,3,20,0.470456938,51.4
599,3,21,-0.648339045,14.7
599,3,22,0.582169106,87.4
599,3,23,0.413107775,48.2
599,3,24,-0.360334487,20.8
599,3,25,0.323802889,46.3
599,3,26,0.393976383,50.1
599,3,27,-2.342076997,2.9
599,3,28,0.090368765,36.4
599,3,29,0.419454678,80
